open_plus_X,kill_eod,SL,TP,rok,obchodu,uspesnost,usd
15,1,30.0,60.0,2016,8,0.625,2787.5
15,1,30.0,60.0,2017,14,0.357,-837.5
15,1,30.0,60.0,2018,80,0.438,-10637.5
15,1,30.0,60.0,2019,52,0.615,9137.5
15,1,30.0,60.0,2020,127,0.535,4350.0
15,1,30.0,60.0,2021,114,0.579,14175.0
15,1,30.0,60.0,2022,169,0.444,-3875.0
15,1,30.0,60.0,2023,138,0.543,14312.5
15,1,30.0,60.0,2024,125,0.576,7012.5
15,1,30.0,60.0,2025,152,0.539,15850.0
15,1,30.0,60.0,2026,96,0.448,-9200.0
15,0,25.0,15.0,2016,7,0.857,3075.0
15,0,25.0,15.0,2017,14,0.786,4150.0
15,0,25.0,15.0,2018,73,0.671,6262.5
15,0,25.0,15.0,2019,51,0.784,14987.5
15,0,25.0,15.0,2020,126,0.714,19350.0
15,0,25.0,15.0,2021,111,0.73,20475.0
15,0,25.0,15.0,2022,169,0.627,-3162.5
15,0,25.0,15.0,2023,134,0.664,7150.0
15,0,25.0,15.0,2024,125,0.632,-1050.0
15,0,25.0,15.0,2025,152,0.678,14025.0
15,0,25.0,15.0,2026,96,0.604,-7500.0
10,1,10.0,15.0,2016,20,0.4,737.5
10,1,10.0,15.0,2017,38,0.526,600.0
10,1,10.0,15.0,2018,119,0.437,-2525.0
10,1,10.0,15.0,2019,100,0.51,6487.5
10,1,10.0,15.0,2020,153,0.477,6587.5
10,1,10.0,15.0,2021,149,0.523,14962.5
10,1,10.0,15.0,2022,201,0.393,-5887.5
10,1,10.0,15.0,2023,173,0.376,-11862.5
10,1,10.0,15.0,2024,161,0.447,3362.5
10,1,10.0,15.0,2025,180,0.472,11187.5
10,1,10.0,15.0,2026,110,0.427,-75.0
10,0,12.5,5.0,2016,20,0.75,125.0
10,0,12.5,5.0,2017,38,0.737,-200.0
10,0,12.5,5.0,2018,119,0.748,525.0
10,0,12.5,5.0,2019,100,0.72,-1875.0
10,0,12.5,5.0,2020,153,0.686,-7575.0
10,0,12.5,5.0,2021,149,0.765,2900.0
10,0,12.5,5.0,2022,201,0.682,-11062.5
10,0,12.5,5.0,2023,173,0.642,-15325.0
10,0,12.5,5.0,2024,161,0.745,350.0
10,0,12.5,5.0,2025,180,0.733,-1500.0
10,0,12.5,5.0,2026,110,0.718,-2375.0
15,0,15.0,25.0,2016,7,0.714,4575.0
15,0,15.0,25.0,2017,11,0.455,1475.0
15,0,15.0,25.0,2018,77,0.364,-2850.0
15,0,15.0,25.0,2019,50,0.5,10300.0
15,0,15.0,25.0,2020,125,0.384,-962.5
15,0,15.0,25.0,2021,112,0.518,29412.5
15,0,15.0,25.0,2022,169,0.379,-2975.0
15,0,15.0,25.0,2023,134,0.396,2150.0
15,0,15.0,25.0,2024,124,0.419,7900.0
15,0,15.0,25.0,2025,152,0.362,-6650.0
15,0,15.0,25.0,2026,96,0.406,3600.0
15,0,20.0,25.0,2016,7,0.714,4075.0
15,0,20.0,25.0,2017,11,0.636,4475.0
15,0,20.0,25.0,2018,71,0.479,4550.0
15,0,20.0,25.0,2019,50,0.58,13450.0
15,0,20.0,25.0,2020,124,0.468,3487.5
15,0,20.0,25.0,2021,110,0.564,26750.0
15,0,20.0,25.0,2022,169,0.438,-6725.0
15,0,20.0,25.0,2023,130,0.5,13000.0
15,0,20.0,25.0,2024,122,0.492,9950.0
15,0,20.0,25.0,2025,152,0.447,-2225.0
15,0,20.0,25.0,2026,96,0.438,-5562.5
15,1,30.0,40.0,2016,8,0.625,2787.5
15,1,30.0,40.0,2017,14,0.357,-837.5
15,1,30.0,40.0,2018,80,0.438,-12562.5
15,1,30.0,40.0,2019,52,0.615,10000.0
15,1,30.0,40.0,2020,127,0.543,2037.5
15,1,30.0,40.0,2021,114,0.579,13475.0
15,1,30.0,40.0,2022,169,0.467,-11375.0
15,1,30.0,40.0,2023,138,0.543,9037.5
15,1,30.0,40.0,2024,125,0.592,13075.0
15,1,30.0,40.0,2025,152,0.553,13625.0
15,1,30.0,40.0,2026,96,0.458,-8675.0
15,1,5.0,40.0,2016,8,0.375,1062.5
15,1,5.0,40.0,2017,14,0.357,-1037.5
15,1,5.0,40.0,2018,80,0.238,-1612.5
15,1,5.0,40.0,2019,52,0.442,3237.5
15,1,5.0,40.0,2020,127,0.244,-2500.0
15,1,5.0,40.0,2021,114,0.316,8687.5
15,1,5.0,40.0,2022,169,0.16,3237.5
15,1,5.0,40.0,2023,138,0.232,3925.0
15,1,5.0,40.0,2024,125,0.248,1800.0
15,1,5.0,40.0,2025,152,0.211,4437.5
15,1,5.0,40.0,2026,96,0.188,6262.5
15,1,20.0,7.5,2016,8,0.625,812.5
15,1,20.0,7.5,2017,14,0.429,-350.0
15,1,20.0,7.5,2018,80,0.575,-6650.0
15,1,20.0,7.5,2019,52,0.673,4262.5
15,1,20.0,7.5,2020,127,0.724,3375.0
15,1,20.0,7.5,2021,114,0.693,4350.0
15,1,20.0,7.5,2022,169,0.71,-7762.5
15,1,20.0,7.5,2023,138,0.667,-7475.0
15,1,20.0,7.5,2024,125,0.744,1237.5
15,1,20.0,7.5,2025,152,0.75,3650.0
15,1,20.0,7.5,2026,96,0.75,1262.5
10,0,15.0,80.0,2016,7,0.286,4075.0
10,0,15.0,80.0,2017,10,0.5,16000.0
10,0,15.0,80.0,2018,67,0.149,-4425.0
10,0,15.0,80.0,2019,46,0.261,20787.5
10,0,15.0,80.0,2020,118,0.119,-24950.0
10,0,15.0,80.0,2021,91,0.231,29225.0
10,0,15.0,80.0,2022,167,0.15,-10675.0
10,0,15.0,80.0,2023,116,0.181,9850.0
10,0,15.0,80.0,2024,110,0.2,19250.0
10,0,15.0,80.0,2025,142,0.176,8700.0
10,0,15.0,80.0,2026,91,0.132,-14962.5
15,1,10.0,25.0,2016,8,0.5,1025.0
15,1,10.0,25.0,2017,14,0.357,-837.5
15,1,10.0,25.0,2018,80,0.325,-6775.0
15,1,10.0,25.0,2019,52,0.538,4987.5
15,1,10.0,25.0,2020,127,0.402,-575.0
15,1,10.0,25.0,2021,114,0.509,23737.5
15,1,10.0,25.0,2022,169,0.29,-7237.5
15,1,10.0,25.0,2023,138,0.384,5987.5
15,1,10.0,25.0,2024,125,0.416,3875.0
15,1,10.0,25.0,2025,152,0.329,-5787.5
15,1,10.0,25.0,2026,96,0.344,3325.0
15,1,7.5,30.0,2016,8,0.5,1262.5
15,1,7.5,30.0,2017,14,0.357,-1137.5
15,1,7.5,30.0,2018,80,0.275,-6037.5
15,1,7.5,30.0,2019,52,0.481,2662.5
15,1,7.5,30.0,2020,127,0.346,2250.0
15,1,7.5,30.0,2021,114,0.43,17862.5
15,1,7.5,30.0,2022,169,0.237,2187.5
15,1,7.5,30.0,2023,138,0.304,3662.5
15,1,7.5,30.0,2024,125,0.328,1225.0
15,1,7.5,30.0,2025,152,0.289,2075.0
15,1,7.5,30.0,2026,96,0.271,4325.0
10,0,40.0,50.0,2016,7,0.571,3825.0
10,0,40.0,50.0,2017,12,0.75,16200.0
10,0,40.0,50.0,2018,58,0.379,-18450.0
10,0,40.0,50.0,2019,45,0.578,26000.0
10,0,40.0,50.0,2020,103,0.495,20925.0
10,0,40.0,50.0,2021,85,0.459,3375.0
10,0,40.0,50.0,2022,167,0.437,-9675.0
10,0,40.0,50.0,2023,94,0.489,17450.0
10,0,40.0,50.0,2024,104,0.471,9900.0
10,0,40.0,50.0,2025,138,0.464,10700.0
10,0,40.0,50.0,2026,93,0.355,-42087.5
15,1,10.0,60.0,2016,8,0.5,1012.5
15,1,10.0,60.0,2017,14,0.357,-837.5
15,1,10.0,60.0,2018,80,0.325,-3462.5
15,1,10.0,60.0,2019,52,0.538,4850.0
15,1,10.0,60.0,2020,127,0.354,-4450.0
15,1,10.0,60.0,2021,114,0.509,23500.0
15,1,10.0,60.0,2022,169,0.213,-5850.0
15,1,10.0,60.0,2023,138,0.355,8775.0
15,1,10.0,60.0,2024,125,0.384,4337.5
15,1,10.0,60.0,2025,152,0.289,-5300.0
15,1,10.0,60.0,2026,96,0.271,4650.0
10,1,10.0,20.0,2016,20,0.4,1387.5
10,1,10.0,20.0,2017,38,0.526,437.5
10,1,10.0,20.0,2018,119,0.42,-512.5
10,1,10.0,20.0,2019,100,0.51,10012.5
10,1,10.0,20.0,2020,153,0.425,4600.0
10,1,10.0,20.0,2021,149,0.517,24275.0
10,1,10.0,20.0,2022,201,0.353,412.5
10,1,10.0,20.0,2023,173,0.353,-7650.0
10,1,10.0,20.0,2024,161,0.391,1575.0
10,1,10.0,20.0,2025,180,0.417,13712.5
10,1,10.0,20.0,2026,110,0.355,-825.0
15,1,40.0,30.0,2016,8,0.625,3087.5
15,1,40.0,30.0,2017,14,0.357,-837.5
15,1,40.0,30.0,2018,80,0.438,-16675.0
15,1,40.0,30.0,2019,52,0.615,8587.5
15,1,40.0,30.0,2020,127,0.575,3975.0
15,1,40.0,30.0,2021,114,0.596,15362.5
15,1,40.0,30.0,2022,169,0.538,-21887.5
15,1,40.0,30.0,2023,138,0.558,3537.5
15,1,40.0,30.0,2024,125,0.616,13175.0
15,1,40.0,30.0,2025,152,0.612,16212.5
15,1,40.0,30.0,2026,96,0.552,1800.0
15,1,25.0,5.0,2016,8,0.75,687.5
15,1,25.0,5.0,2017,14,0.429,-200.0
15,1,25.0,5.0,2018,80,0.662,-8937.5
15,1,25.0,5.0,2019,52,0.769,3675.0
15,1,25.0,5.0,2020,127,0.835,3575.0
15,1,25.0,5.0,2021,114,0.781,1075.0
15,1,25.0,5.0,2022,169,0.799,-12100.0
15,1,25.0,5.0,2023,138,0.797,-2750.0
15,1,25.0,5.0,2024,125,0.84,1250.0
15,1,25.0,5.0,2025,152,0.803,-7900.0
15,1,25.0,5.0,2026,96,0.812,-3350.0
15,0,12.5,80.0,2016,5,0.2,1375.0
15,0,12.5,80.0,2017,9,0.222,3400.0
15,0,12.5,80.0,2018,67,0.134,-1787.5
15,0,12.5,80.0,2019,37,0.243,16375.0
15,0,12.5,80.0,2020,105,0.114,-13575.0
15,0,12.5,80.0,2021,86,0.209,27350.0
15,0,12.5,80.0,2022,149,0.141,-25.0
15,0,12.5,80.0,2023,104,0.173,15650.0
15,0,12.5,80.0,2024,89,0.18,16150.0
15,0,12.5,80.0,2025,135,0.111,-18375.0
15,0,12.5,80.0,2026,87,0.138,-4137.5
15,1,7.5,5.0,2016,8,0.625,112.5
15,1,7.5,5.0,2017,14,0.429,-225.0
15,1,7.5,5.0,2018,80,0.488,-5600.0
15,1,7.5,5.0,2019,52,0.673,1350.0
15,1,7.5,5.0,2020,127,0.63,-650.0
15,1,7.5,5.0,2021,114,0.667,3212.5
15,1,7.5,5.0,2022,169,0.609,-3225.0
15,1,7.5,5.0,2023,138,0.594,-3587.5
15,1,7.5,5.0,2024,125,0.664,1875.0
15,1,7.5,5.0,2025,152,0.618,-1787.5
15,1,7.5,5.0,2026,96,0.573,-3800.0
10,0,10.0,25.0,2016,18,0.389,2800.0
10,0,10.0,25.0,2017,33,0.364,3675.0
10,0,10.0,25.0,2018,110,0.327,5250.0
10,0,10.0,25.0,2019,92,0.359,8537.5
10,0,10.0,25.0,2020,148,0.345,11462.5
10,0,10.0,25.0,2021,146,0.39,23100.0
10,0,10.0,25.0,2022,201,0.323,8225.0
10,0,10.0,25.0,2023,169,0.272,-8225.0
10,0,10.0,25.0,2024,158,0.304,1050.0
10,0,10.0,25.0,2025,180,0.317,5750.0
10,0,10.0,25.0,2026,110,0.309,1750.0
10,0,12.5,50.0,2016,10,0.2,-250.0
10,0,12.5,50.0,2017,19,0.421,12650.0
10,0,12.5,50.0,2018,91,0.209,225.0
10,0,12.5,50.0,2019,69,0.333,26437.5
10,0,12.5,50.0,2020,131,0.206,-775.0
10,0,12.5,50.0,2021,116,0.267,21475.0
10,0,12.5,50.0,2022,193,0.212,2387.5
10,0,12.5,50.0,2023,145,0.207,175.0
10,0,12.5,50.0,2024,139,0.23,9650.0
10,0,12.5,50.0,2025,170,0.206,-2287.5
10,0,12.5,50.0,2026,107,0.187,-7050.0
15,0,10.0,7.5,2016,8,0.625,175.0
15,0,10.0,7.5,2017,14,0.714,1400.0
15,0,10.0,7.5,2018,80,0.512,-6125.0
15,0,10.0,7.5,2019,52,0.673,2275.0
15,0,10.0,7.5,2020,127,0.63,3325.0
15,0,10.0,7.5,2021,114,0.693,9275.0
15,0,10.0,7.5,2022,169,0.58,-2975.0
15,0,10.0,7.5,2023,138,0.572,-3325.0
15,0,10.0,7.5,2024,125,0.616,1750.0
15,0,10.0,7.5,2025,152,0.612,1575.0
15,0,10.0,7.5,2026,96,0.573,-2275.0
10,1,7.5,10.0,2016,20,0.35,-462.5
10,1,7.5,10.0,2017,38,0.5,762.5
10,1,7.5,10.0,2018,119,0.395,-6762.5
10,1,7.5,10.0,2019,100,0.48,1937.5
10,1,7.5,10.0,2020,153,0.471,1487.5
10,1,7.5,10.0,2021,149,0.523,8737.5
10,1,7.5,10.0,2022,201,0.428,-5150.0
10,1,7.5,10.0,2023,173,0.416,-7225.0
10,1,7.5,10.0,2024,161,0.472,2275.0
10,1,7.5,10.0,2025,180,0.467,1237.5
10,1,7.5,10.0,2026,110,0.436,-2000.0
10,1,25.0,40.0,2016,20,0.4,1637.5
10,1,25.0,40.0,2017,38,0.526,-637.5
10,1,25.0,40.0,2018,119,0.454,-11300.0
10,1,25.0,40.0,2019,100,0.53,9937.5
10,1,25.0,40.0,2020,153,0.523,2075.0
10,1,25.0,40.0,2021,149,0.57,17162.5
10,1,25.0,40.0,2022,201,0.378,-36087.5
10,1,25.0,40.0,2023,173,0.486,1725.0
10,1,25.0,40.0,2024,161,0.516,7312.5
10,1,25.0,40.0,2025,180,0.494,22187.5
10,1,25.0,40.0,2026,110,0.409,-12837.5
10,1,25.0,20.0,2016,20,0.4,762.5
10,1,25.0,20.0,2017,38,0.526,-637.5
10,1,25.0,20.0,2018,119,0.487,-9762.5
10,1,25.0,20.0,2019,100,0.54,11487.5
10,1,25.0,20.0,2020,153,0.595,12387.5
10,1,25.0,20.0,2021,149,0.597,12912.5
10,1,25.0,20.0,2022,201,0.498,-26175.0
10,1,25.0,20.0,2023,173,0.543,1575.0
10,1,25.0,20.0,2024,161,0.571,6612.5
10,1,25.0,20.0,2025,180,0.6,21512.5
10,1,25.0,20.0,2026,110,0.518,-11225.0
10,1,30.0,60.0,2016,20,0.4,2000.0
10,1,30.0,60.0,2017,38,0.526,-600.0
10,1,30.0,60.0,2018,119,0.454,-11787.5
10,1,30.0,60.0,2019,100,0.53,7800.0
10,1,30.0,60.0,2020,153,0.542,10275.0
10,1,30.0,60.0,2021,149,0.577,12562.5
10,1,30.0,60.0,2022,201,0.393,-30625.0
10,1,30.0,60.0,2023,173,0.497,2450.0
10,1,30.0,60.0,2024,161,0.522,3175.0
10,1,30.0,60.0,2025,180,0.483,11862.5
10,1,30.0,60.0,2026,110,0.427,-14275.0
10,0,5.0,10.0,2016,20,0.3,-1000.0
10,0,5.0,10.0,2017,37,0.378,325.0
10,0,5.0,10.0,2018,119,0.319,-4225.0
10,0,5.0,10.0,2019,100,0.42,2975.0
10,0,5.0,10.0,2020,153,0.353,-1125.0
10,0,5.0,10.0,2021,149,0.409,4775.0
10,0,5.0,10.0,2022,201,0.338,-4275.0
10,0,5.0,10.0,2023,173,0.324,-5575.0
10,0,5.0,10.0,2024,161,0.391,2975.0
10,0,5.0,10.0,2025,180,0.394,3750.0
10,0,5.0,10.0,2026,110,0.327,-3250.0
10,0,15.0,25.0,2016,15,0.467,2375.0
10,0,15.0,25.0,2017,31,0.516,7975.0
10,0,15.0,25.0,2018,105,0.438,11687.5
10,0,15.0,25.0,2019,87,0.46,11537.5
10,0,15.0,25.0,2020,146,0.438,14850.0
10,0,15.0,25.0,2021,140,0.464,21500.0
10,0,15.0,25.0,2022,201,0.398,4062.5
10,0,15.0,25.0,2023,163,0.368,-6325.0
10,0,15.0,25.0,2024,156,0.397,3100.0
10,0,15.0,25.0,2025,179,0.397,3262.5
10,0,15.0,25.0,2026,110,0.382,-1250.0
10,1,20.0,15.0,2016,20,0.4,362.5
10,1,20.0,15.0,2017,38,0.526,-225.0
10,1,20.0,15.0,2018,119,0.504,-7150.0
10,1,20.0,15.0,2019,100,0.54,6550.0
10,1,20.0,15.0,2020,153,0.595,8037.5
10,1,20.0,15.0,2021,149,0.604,8350.0
10,1,20.0,15.0,2022,201,0.527,-16787.5
10,1,20.0,15.0,2023,173,0.526,-12450.0
10,1,20.0,15.0,2024,161,0.596,5825.0
10,1,20.0,15.0,2025,180,0.589,8512.5
10,1,20.0,15.0,2026,110,0.582,-1262.5
15,0,40.0,50.0,2016,5,0.6,3375.0
15,0,40.0,50.0,2017,7,0.714,8325.0
15,0,40.0,50.0,2018,46,0.391,-12150.0
15,0,40.0,50.0,2019,35,0.543,14625.0
15,0,40.0,50.0,2020,98,0.48,13050.0
15,0,40.0,50.0,2021,73,0.507,18675.0
15,0,40.0,50.0,2022,145,0.455,3375.0
15,0,40.0,50.0,2023,84,0.488,14812.5
15,0,40.0,50.0,2024,90,0.444,-2250.0
15,0,40.0,50.0,2025,128,0.477,16412.5
15,0,40.0,50.0,2026,82,0.378,-29675.0
10,1,40.0,25.0,2016,20,0.4,1525.0
10,1,40.0,25.0,2017,38,0.526,-600.0
10,1,40.0,25.0,2018,119,0.496,-9950.0
10,1,40.0,25.0,2019,100,0.53,6550.0
10,1,40.0,25.0,2020,153,0.608,11512.5
10,1,40.0,25.0,2021,149,0.591,8362.5
10,1,40.0,25.0,2022,201,0.577,-8700.0
10,1,40.0,25.0,2023,173,0.566,5837.5
10,1,40.0,25.0,2024,161,0.59,8587.5
10,1,40.0,25.0,2025,180,0.6,18862.5
10,1,40.0,25.0,2026,110,0.564,-7662.5
15,0,40.0,60.0,2016,4,0.5,1900.0
15,0,40.0,60.0,2017,7,0.714,10825.0
15,0,40.0,60.0,2018,44,0.364,-7962.5
15,0,40.0,60.0,2019,30,0.5,14250.0
15,0,40.0,60.0,2020,89,0.427,9775.0
15,0,40.0,60.0,2021,66,0.5,31350.0
15,0,40.0,60.0,2022,137,0.416,7575.0
15,0,40.0,60.0,2023,78,0.462,22050.0
15,0,40.0,60.0,2024,87,0.402,-1175.0
15,0,40.0,60.0,2025,117,0.427,13175.0
15,0,40.0,60.0,2026,75,0.333,-30612.5
10,1,20.0,25.0,2016,20,0.4,1412.5
10,1,20.0,25.0,2017,38,0.526,-387.5
10,1,20.0,25.0,2018,119,0.471,-5625.0
10,1,20.0,25.0,2019,100,0.53,7400.0
10,1,20.0,25.0,2020,153,0.556,15162.5
10,1,20.0,25.0,2021,149,0.564,16812.5
10,1,20.0,25.0,2022,201,0.443,-8850.0
10,1,20.0,25.0,2023,173,0.491,-562.5
10,1,20.0,25.0,2024,161,0.516,3387.5
10,1,20.0,25.0,2025,180,0.472,4037.5
10,1,20.0,25.0,2026,110,0.445,-5100.0
15,0,12.5,50.0,2016,6,0.167,-775.0
15,0,12.5,50.0,2017,10,0.2,-250.0
15,0,12.5,50.0,2018,71,0.183,-5525.0
15,0,12.5,50.0,2019,46,0.304,12650.0
15,0,12.5,50.0,2020,115,0.2,-3175.0
15,0,12.5,50.0,2021,96,0.292,25100.0
15,0,12.5,50.0,2022,162,0.216,4075.0
15,0,12.5,50.0,2023,118,0.229,8087.5
15,0,12.5,50.0,2024,109,0.211,1025.0
15,0,12.5,50.0,2025,145,0.207,-675.0
15,0,12.5,50.0,2026,94,0.202,-2825.0
10,0,12.5,20.0,2016,17,0.588,5200.0
10,0,12.5,20.0,2017,33,0.424,1300.0
10,0,12.5,20.0,2018,112,0.446,9762.5
10,0,12.5,20.0,2019,93,0.527,18787.5
10,0,12.5,20.0,2020,150,0.467,16250.0
10,0,12.5,20.0,2021,146,0.473,17225.0
10,0,12.5,20.0,2022,201,0.393,-2562.5
10,0,12.5,20.0,2023,167,0.371,-7800.0
10,0,12.5,20.0,2024,158,0.392,-1950.0
10,0,12.5,20.0,2025,180,0.428,8175.0
10,0,12.5,20.0,2026,110,0.373,-4875.0
10,1,20.0,30.0,2016,20,0.4,1912.5
10,1,20.0,30.0,2017,38,0.526,-387.5
10,1,20.0,30.0,2018,119,0.454,-6487.5
10,1,20.0,30.0,2019,100,0.53,8450.0
10,1,20.0,30.0,2020,153,0.536,11987.5
10,1,20.0,30.0,2021,149,0.564,18525.0
10,1,20.0,30.0,2022,201,0.403,-12975.0
10,1,20.0,30.0,2023,173,0.48,3787.5
10,1,20.0,30.0,2024,161,0.516,8237.5
10,1,20.0,30.0,2025,180,0.433,-1037.5
10,1,20.0,30.0,2026,110,0.4,-9575.0
15,0,25.0,20.0,2016,7,0.714,2325.0
15,0,25.0,20.0,2017,11,0.727,3975.0
15,0,25.0,20.0,2018,71,0.606,7312.5
15,0,25.0,20.0,2019,49,0.673,11537.5
15,0,25.0,20.0,2020,124,0.645,21900.0
15,0,25.0,20.0,2021,111,0.676,27225.0
15,0,25.0,20.0,2022,169,0.574,3050.0
15,0,25.0,20.0,2023,130,0.615,14250.0
15,0,25.0,20.0,2024,125,0.568,450.0
15,0,25.0,20.0,2025,151,0.603,13325.0
15,0,25.0,20.0,2026,96,0.573,250.0
15,0,30.0,40.0,2016,6,0.5,1350.0
15,0,30.0,40.0,2017,8,0.75,8800.0
15,0,30.0,40.0,2018,59,0.39,-9387.5
15,0,30.0,40.0,2019,41,0.537,14475.0
15,0,30.0,40.0,2020,113,0.469,13175.0
15,0,30.0,40.0,2021,90,0.5,20250.0
15,0,30.0,40.0,2022,161,0.422,-7275.0
15,0,30.0,40.0,2023,107,0.495,23237.5
15,0,30.0,40.0,2024,106,0.491,20150.0
15,0,30.0,40.0,2025,141,0.454,9687.5
15,0,30.0,40.0,2026,90,0.378,-20262.5
15,1,25.0,30.0,2016,8,0.625,3087.5
15,1,25.0,30.0,2017,14,0.357,-837.5
15,1,25.0,30.0,2018,80,0.438,-8912.5
15,1,25.0,30.0,2019,52,0.615,10087.5
15,1,25.0,30.0,2020,127,0.543,2887.5
15,1,25.0,30.0,2021,114,0.588,22237.5
15,1,25.0,30.0,2022,169,0.467,-11612.5
15,1,25.0,30.0,2023,138,0.543,10637.5
15,1,25.0,30.0,2024,125,0.592,10100.0
15,1,25.0,30.0,2025,152,0.546,12337.5
15,1,25.0,30.0,2026,96,0.479,-1287.5
15,0,7.5,30.0,2016,7,0.143,-925.0
15,0,7.5,30.0,2017,12,0.25,825.0
15,0,7.5,30.0,2018,80,0.188,-3300.0
15,0,7.5,30.0,2019,50,0.26,2675.0
15,0,7.5,30.0,2020,127,0.228,3575.0
15,0,7.5,30.0,2021,112,0.312,20875.0
15,0,7.5,30.0,2022,169,0.213,-100.0
15,0,7.5,30.0,2023,135,0.244,7875.0
15,0,7.5,30.0,2024,122,0.27,13075.0
15,0,7.5,30.0,2025,151,0.232,5225.0
15,0,7.5,30.0,2026,96,0.219,975.0
10,1,7.5,50.0,2016,20,0.35,1700.0
10,1,7.5,50.0,2017,38,0.5,225.0
10,1,7.5,50.0,2018,119,0.303,-4962.5
10,1,7.5,50.0,2019,100,0.44,6200.0
10,1,7.5,50.0,2020,153,0.281,-5837.5
10,1,7.5,50.0,2021,149,0.456,26887.5
10,1,7.5,50.0,2022,201,0.179,-1312.5
10,1,7.5,50.0,2023,173,0.249,-812.5
10,1,7.5,50.0,2024,161,0.292,9225.0
10,1,7.5,50.0,2025,180,0.25,5075.0
10,1,7.5,50.0,2026,110,0.245,9212.5
10,0,15.0,60.0,2016,7,0.286,2075.0
10,0,15.0,60.0,2017,16,0.5,17600.0
10,0,15.0,60.0,2018,77,0.247,12900.0
10,0,15.0,60.0,2019,55,0.345,28062.5
10,0,15.0,60.0,2020,126,0.19,-7650.0
10,0,15.0,60.0,2021,104,0.269,24400.0
10,0,15.0,60.0,2022,183,0.213,4262.5
10,0,15.0,60.0,2023,131,0.221,7400.0
10,0,15.0,60.0,2024,129,0.233,12525.0
10,0,15.0,60.0,2025,160,0.212,2912.5
10,0,15.0,60.0,2026,104,0.183,-9350.0
10,1,7.5,7.5,2016,20,0.35,-1087.5
10,1,7.5,7.5,2017,38,0.526,962.5
10,1,7.5,7.5,2018,119,0.437,-7450.0
10,1,7.5,7.5,2019,100,0.52,-262.5
10,1,7.5,7.5,2020,153,0.536,200.0
10,1,7.5,7.5,2021,149,0.584,6062.5
10,1,7.5,7.5,2022,201,0.517,-2400.0
10,1,7.5,7.5,2023,173,0.48,-6775.0
10,1,7.5,7.5,2024,161,0.547,1775.0
10,1,7.5,7.5,2025,180,0.556,3000.0
10,1,7.5,7.5,2026,110,0.518,-1250.0
10,0,40.0,7.5,2016,17,0.765,-3550.0
10,0,40.0,7.5,2017,33,0.909,4775.0
10,0,40.0,7.5,2018,111,0.838,-3900.0
10,0,40.0,7.5,2019,88,0.864,2550.0
10,0,40.0,7.5,2020,149,0.872,7587.5
10,0,40.0,7.5,2021,143,0.86,2550.0
10,0,40.0,7.5,2022,201,0.801,-24650.0
10,0,40.0,7.5,2023,161,0.863,4100.0
10,0,40.0,7.5,2024,157,0.854,325.0
10,0,40.0,7.5,2025,178,0.854,550.0
10,0,40.0,7.5,2026,110,0.836,-4250.0
15,1,15.0,80.0,2016,8,0.625,2787.5
15,1,15.0,80.0,2017,14,0.357,-837.5
15,1,15.0,80.0,2018,80,0.388,-3612.5
15,1,15.0,80.0,2019,52,0.596,8637.5
15,1,15.0,80.0,2020,127,0.394,-12800.0
15,1,15.0,80.0,2021,114,0.544,19825.0
15,1,15.0,80.0,2022,169,0.308,2050.0
15,1,15.0,80.0,2023,138,0.413,-3000.0
15,1,15.0,80.0,2024,125,0.472,4100.0
15,1,15.0,80.0,2025,152,0.368,-5537.5
15,1,15.0,80.0,2026,96,0.354,10425.0
10,1,12.5,50.0,2016,20,0.4,2287.5
10,1,12.5,50.0,2017,38,0.526,0.0
10,1,12.5,50.0,2018,119,0.42,-2850.0
10,1,12.5,50.0,2019,100,0.52,9550.0
10,1,12.5,50.0,2020,153,0.392,-3412.5
10,1,12.5,50.0,2021,149,0.523,25500.0
10,1,12.5,50.0,2022,201,0.279,4312.5
10,1,12.5,50.0,2023,173,0.347,-3900.0
10,1,12.5,50.0,2024,161,0.404,13325.0
10,1,12.5,50.0,2025,180,0.339,6387.5
10,1,12.5,50.0,2026,110,0.3,975.0
15,0,15.0,15.0,2016,7,0.714,2075.0
15,0,15.0,15.0,2017,14,0.643,2650.0
15,0,15.0,15.0,2018,79,0.544,4600.0
15,0,15.0,15.0,2019,51,0.647,9487.5
15,0,15.0,15.0,2020,126,0.548,5675.0
15,0,15.0,15.0,2021,113,0.584,11425.0
15,0,15.0,15.0,2022,169,0.503,-3162.5
15,0,15.0,15.0,2023,136,0.478,-7900.0
15,0,15.0,15.0,2024,125,0.512,-875.0
15,0,15.0,15.0,2025,152,0.539,7350.0
15,0,15.0,15.0,2026,96,0.521,600.0
15,1,30.0,50.0,2016,8,0.625,2787.5
15,1,30.0,50.0,2017,14,0.357,-837.5
15,1,30.0,50.0,2018,80,0.438,-11637.5
15,1,30.0,50.0,2019,52,0.615,9137.5
15,1,30.0,50.0,2020,127,0.543,7900.0
15,1,30.0,50.0,2021,114,0.579,15575.0
15,1,30.0,50.0,2022,169,0.444,-9825.0
15,1,30.0,50.0,2023,138,0.543,11937.5
15,1,30.0,50.0,2024,125,0.584,10387.5
15,1,30.0,50.0,2025,152,0.539,13000.0
15,1,30.0,50.0,2026,96,0.448,-11012.5
10,0,25.0,25.0,2016,14,0.5,-350.0
10,0,25.0,25.0,2017,27,0.63,8075.0
10,0,25.0,25.0,2018,98,0.48,-6362.5
10,0,25.0,25.0,2019,79,0.557,9237.5
