open_plus_X,kill_eod,SL,TP,rok,obchodu,uspesnost,usd
10,0,25.0,25.0,2020,137,0.599,30325.0
10,0,25.0,25.0,2021,135,0.563,17875.0
10,0,25.0,25.0,2022,200,0.475,-17412.5
10,0,25.0,25.0,2023,151,0.523,4975.0
10,0,25.0,25.0,2024,151,0.517,2500.0
10,0,25.0,25.0,2025,175,0.543,16100.0
10,0,25.0,25.0,2026,109,0.495,-4850.0
10,1,5.0,10.0,2016,20,0.3,-775.0
10,1,5.0,10.0,2017,38,0.447,37.5
10,1,5.0,10.0,2018,119,0.319,-6575.0
10,1,5.0,10.0,2019,100,0.41,1437.5
10,1,5.0,10.0,2020,153,0.346,-3125.0
10,1,5.0,10.0,2021,149,0.409,4612.5
10,1,5.0,10.0,2022,201,0.338,-4275.0
10,1,5.0,10.0,2023,173,0.329,-5712.5
10,1,5.0,10.0,2024,161,0.391,2975.0
10,1,5.0,10.0,2025,180,0.394,3625.0
10,1,5.0,10.0,2026,110,0.327,-3250.0
10,0,7.5,7.5,2016,20,0.45,-1250.0
10,0,7.5,7.5,2017,38,0.5,-950.0
10,0,7.5,7.5,2018,119,0.479,-4850.0
10,0,7.5,7.5,2019,100,0.56,1062.5
10,0,7.5,7.5,2020,153,0.542,1612.5
10,0,7.5,7.5,2021,149,0.591,6400.0
10,0,7.5,7.5,2022,201,0.517,-2400.0
10,0,7.5,7.5,2023,173,0.48,-6950.0
10,0,7.5,7.5,2024,161,0.553,2350.0
10,0,7.5,7.5,2025,180,0.556,3000.0
10,0,7.5,7.5,2026,110,0.518,-1250.0
10,0,20.0,80.0,2016,7,0.286,2825.0
10,0,20.0,80.0,2017,10,0.5,14750.0
10,0,20.0,80.0,2018,63,0.175,-9575.0
10,0,20.0,80.0,2019,42,0.31,21637.5
10,0,20.0,80.0,2020,105,0.19,-7625.0
10,0,20.0,80.0,2021,81,0.284,31975.0
10,0,20.0,80.0,2022,161,0.18,-20025.0
10,0,20.0,80.0,2023,109,0.239,18275.0
10,0,20.0,80.0,2024,103,0.233,14425.0
10,0,20.0,80.0,2025,136,0.221,10600.0
10,0,20.0,80.0,2026,91,0.143,-31112.5
15,1,12.5,10.0,2016,8,0.5,-12.5
15,1,12.5,10.0,2017,14,0.357,-700.0
15,1,12.5,10.0,2018,80,0.438,-8462.5
15,1,12.5,10.0,2019,52,0.673,7862.5
15,1,12.5,10.0,2020,127,0.598,2887.5
15,1,12.5,10.0,2021,114,0.649,13700.0
15,1,12.5,10.0,2022,169,0.527,-9475.0
15,1,12.5,10.0,2023,138,0.522,-7300.0
15,1,12.5,10.0,2024,125,0.608,4625.0
15,1,12.5,10.0,2025,152,0.605,5300.0
15,1,12.5,10.0,2026,96,0.604,3737.5
15,0,7.5,50.0,2016,7,0.143,75.0
15,0,7.5,50.0,2017,11,0.091,-1525.0
15,0,7.5,50.0,2018,74,0.108,-6600.0
15,0,7.5,50.0,2019,49,0.224,10325.0
15,0,7.5,50.0,2020,122,0.139,75.0
15,0,7.5,50.0,2021,102,0.196,16700.0
15,0,7.5,50.0,2022,167,0.138,-675.0
15,0,7.5,50.0,2023,123,0.179,14462.5
15,0,7.5,50.0,2024,112,0.152,4075.0
15,0,7.5,50.0,2025,148,0.149,4650.0
15,0,7.5,50.0,2026,95,0.126,-4850.0
15,1,10.0,5.0,2016,8,0.625,-137.5
15,1,10.0,5.0,2017,14,0.429,-200.0
15,1,10.0,5.0,2018,80,0.538,-6762.5
15,1,10.0,5.0,2019,52,0.712,1725.0
15,1,10.0,5.0,2020,127,0.693,-275.0
15,1,10.0,5.0,2021,114,0.737,6087.5
15,1,10.0,5.0,2022,169,0.675,-3100.0
15,1,10.0,5.0,2023,138,0.659,-3675.0
15,1,10.0,5.0,2024,125,0.728,2625.0
15,1,10.0,5.0,2025,152,0.671,-2775.0
15,1,10.0,5.0,2026,96,0.646,-3550.0
15,1,7.5,25.0,2016,8,0.5,1275.0
15,1,7.5,25.0,2017,14,0.357,-1137.5
15,1,7.5,25.0,2018,80,0.275,-6225.0
15,1,7.5,25.0,2019,52,0.481,2425.0
15,1,7.5,25.0,2020,127,0.362,2875.0
15,1,7.5,25.0,2021,114,0.43,17062.5
15,1,7.5,25.0,2022,169,0.249,-2437.5
15,1,7.5,25.0,2023,138,0.319,3812.5
15,1,7.5,25.0,2024,125,0.336,287.5
15,1,7.5,25.0,2025,152,0.296,600.0
15,1,7.5,25.0,2026,96,0.271,262.5
10,1,30.0,20.0,2016,20,0.4,1125.0
10,1,30.0,20.0,2017,38,0.526,-600.0
10,1,30.0,20.0,2018,119,0.487,-11287.5
10,1,30.0,20.0,2019,100,0.54,10487.5
10,1,30.0,20.0,2020,153,0.614,11150.0
10,1,30.0,20.0,2021,149,0.604,10262.5
10,1,30.0,20.0,2022,201,0.532,-29187.5
10,1,30.0,20.0,2023,173,0.555,-2387.5
10,1,30.0,20.0,2024,161,0.59,7212.5
10,1,30.0,20.0,2025,180,0.622,21137.5
10,1,30.0,20.0,2026,110,0.545,-11862.5
15,0,10.0,5.0,2016,8,0.75,300.0
15,0,10.0,5.0,2017,14,0.786,900.0
15,0,10.0,5.0,2018,80,0.6,-6000.0
15,0,10.0,5.0,2019,52,0.731,150.0
15,0,10.0,5.0,2020,127,0.701,87.5
15,0,10.0,5.0,2021,114,0.772,6150.0
15,0,10.0,5.0,2022,169,0.675,-3225.0
15,0,10.0,5.0,2023,138,0.667,-3450.0
15,0,10.0,5.0,2024,125,0.728,2625.0
15,0,10.0,5.0,2025,152,0.671,-3300.0
15,0,10.0,5.0,2026,96,0.646,-3900.0
10,0,7.5,20.0,2016,19,0.368,2025.0
10,0,7.5,20.0,2017,35,0.286,-250.0
10,0,7.5,20.0,2018,117,0.265,-4212.5
10,0,7.5,20.0,2019,96,0.385,11837.5
10,0,7.5,20.0,2020,152,0.309,3612.5
10,0,7.5,20.0,2021,146,0.397,21350.0
10,0,7.5,20.0,2022,201,0.299,2100.0
10,0,7.5,20.0,2023,169,0.266,-5725.0
10,0,7.5,20.0,2024,160,0.294,625.0
10,0,7.5,20.0,2025,180,0.333,11250.0
10,0,7.5,20.0,2026,110,0.3,1375.0
15,0,12.5,20.0,2016,7,0.571,1950.0
15,0,12.5,20.0,2017,11,0.455,975.0
15,0,12.5,20.0,2018,80,0.35,-5425.0
15,0,12.5,20.0,2019,52,0.462,4062.5
15,0,12.5,20.0,2020,126,0.413,2300.0
15,0,12.5,20.0,2021,113,0.504,19175.0
15,0,12.5,20.0,2022,169,0.408,2275.0
15,0,12.5,20.0,2023,136,0.404,975.0
15,0,12.5,20.0,2024,125,0.4,0.0
15,0,12.5,20.0,2025,152,0.414,4037.5
15,0,12.5,20.0,2026,96,0.458,9100.0
15,1,20.0,15.0,2016,8,0.625,1950.0
15,1,20.0,15.0,2017,14,0.357,-837.5
15,1,20.0,15.0,2018,80,0.475,-6575.0
15,1,20.0,15.0,2019,52,0.654,10262.5
15,1,20.0,15.0,2020,127,0.575,2400.0
15,1,20.0,15.0,2021,114,0.614,16262.5
15,1,20.0,15.0,2022,169,0.574,-4275.0
15,1,20.0,15.0,2023,138,0.551,-5500.0
15,1,20.0,15.0,2024,125,0.6,550.0
15,1,20.0,15.0,2025,152,0.632,13687.5
15,1,20.0,15.0,2026,96,0.573,-1500.0
10,0,30.0,60.0,2016,6,0.333,-150.0
10,0,30.0,60.0,2017,9,0.778,17912.5
10,0,30.0,60.0,2018,64,0.297,-10775.0
10,0,30.0,60.0,2019,44,0.455,22900.0
10,0,30.0,60.0,2020,107,0.393,25825.0
10,0,30.0,60.0,2021,92,0.38,17200.0
10,0,30.0,60.0,2022,169,0.314,-19225.0
10,0,30.0,60.0,2023,100,0.38,18800.0
10,0,30.0,60.0,2024,110,0.345,3212.5
10,0,30.0,60.0,2025,141,0.362,15087.5
10,0,30.0,60.0,2026,95,0.295,-20325.0
15,0,7.5,60.0,2016,6,0.167,975.0
15,0,7.5,60.0,2017,10,0.1,-625.0
15,0,7.5,60.0,2018,73,0.068,-11187.5
15,0,7.5,60.0,2019,45,0.2,10675.0
15,0,7.5,60.0,2020,118,0.119,50.0
15,0,7.5,60.0,2021,95,0.189,22750.0
15,0,7.5,60.0,2022,166,0.127,4475.0
15,0,7.5,60.0,2023,117,0.162,17325.0
15,0,7.5,60.0,2024,109,0.147,10400.0
15,0,7.5,60.0,2025,144,0.104,-6875.0
15,0,7.5,60.0,2026,93,0.108,-7037.5
15,1,40.0,60.0,2016,8,0.625,2787.5
15,1,40.0,60.0,2017,14,0.357,-837.5
15,1,40.0,60.0,2018,80,0.438,-13750.0
15,1,40.0,60.0,2019,52,0.615,8137.5
15,1,40.0,60.0,2020,127,0.551,6862.5
15,1,40.0,60.0,2021,114,0.588,12650.0
15,1,40.0,60.0,2022,169,0.479,-17812.5
15,1,40.0,60.0,2023,138,0.543,8375.0
15,1,40.0,60.0,2024,125,0.576,4487.5
15,1,40.0,60.0,2025,152,0.579,17012.5
15,1,40.0,60.0,2026,96,0.5,-3612.5
10,1,25.0,30.0,2016,20,0.4,1662.5
10,1,25.0,30.0,2017,38,0.526,-637.5
10,1,25.0,30.0,2018,119,0.462,-9550.0
10,1,25.0,30.0,2019,100,0.53,9112.5
10,1,25.0,30.0,2020,153,0.549,8850.0
10,1,25.0,30.0,2021,149,0.57,12912.5
10,1,25.0,30.0,2022,201,0.413,-32487.5
10,1,25.0,30.0,2023,173,0.509,6587.5
10,1,25.0,30.0,2024,161,0.54,10462.5
10,1,25.0,30.0,2025,180,0.511,15575.0
10,1,25.0,30.0,2026,110,0.455,-9412.5
15,0,5.0,5.0,2016,8,0.5,-200.0
15,0,5.0,5.0,2017,14,0.5,-350.0
15,0,5.0,5.0,2018,80,0.488,-2500.0
15,0,5.0,5.0,2019,52,0.635,2200.0
15,0,5.0,5.0,2020,127,0.543,-412.5
15,0,5.0,5.0,2021,114,0.561,650.0
15,0,5.0,5.0,2022,169,0.533,-1475.0
15,0,5.0,5.0,2023,138,0.486,-4450.0
15,0,5.0,5.0,2024,125,0.568,1125.0
15,0,5.0,5.0,2025,152,0.546,-300.0
15,0,5.0,5.0,2026,96,0.469,-3900.0
10,1,30.0,40.0,2016,20,0.4,2000.0
10,1,30.0,40.0,2017,38,0.526,-600.0
10,1,30.0,40.0,2018,119,0.454,-13325.0
10,1,30.0,40.0,2019,100,0.53,8687.5
10,1,30.0,40.0,2020,153,0.542,1837.5
10,1,30.0,40.0,2021,149,0.577,14762.5
10,1,30.0,40.0,2022,201,0.413,-41237.5
10,1,30.0,40.0,2023,173,0.497,-2200.0
10,1,30.0,40.0,2024,161,0.534,6750.0
10,1,30.0,40.0,2025,180,0.506,15800.0
10,1,30.0,40.0,2026,110,0.436,-13262.5
15,1,15.0,5.0,2016,8,0.75,687.5
15,1,15.0,5.0,2017,14,0.429,-200.0
15,1,15.0,5.0,2018,80,0.612,-7375.0
15,1,15.0,5.0,2019,52,0.75,3037.5
15,1,15.0,5.0,2020,127,0.756,-750.0
15,1,15.0,5.0,2021,114,0.763,4137.5
15,1,15.0,5.0,2022,169,0.734,-6600.0
15,1,15.0,5.0,2023,138,0.717,-5962.5
15,1,15.0,5.0,2024,125,0.784,1387.5
15,1,15.0,5.0,2025,152,0.737,-4400.0
15,1,15.0,5.0,2026,96,0.74,-2800.0
15,0,40.0,15.0,2016,7,1.0,5075.0
15,0,40.0,15.0,2017,11,0.818,2475.0
15,0,40.0,15.0,2018,70,0.729,-162.5
15,0,40.0,15.0,2019,49,0.857,16587.5
15,0,40.0,15.0,2020,124,0.782,15650.0
15,0,40.0,15.0,2021,107,0.804,19825.0
15,0,40.0,15.0,2022,169,0.722,-6412.5
15,0,40.0,15.0,2023,128,0.734,-700.0
15,0,40.0,15.0,2024,117,0.752,5400.0
15,0,40.0,15.0,2025,150,0.793,25650.0
15,0,40.0,15.0,2026,96,0.74,-1612.5
10,0,7.5,25.0,2016,18,0.333,2550.0
10,0,7.5,25.0,2017,35,0.257,625.0
10,0,7.5,25.0,2018,114,0.219,-5012.5
10,0,7.5,25.0,2019,96,0.302,7837.5
10,0,7.5,25.0,2020,151,0.245,-487.5
10,0,7.5,25.0,2021,146,0.349,24475.0
10,0,7.5,25.0,2022,201,0.264,5725.0
10,0,7.5,25.0,2023,169,0.231,-4225.0
10,0,7.5,25.0,2024,160,0.25,1000.0
10,0,7.5,25.0,2025,180,0.272,8125.0
10,0,7.5,25.0,2026,110,0.264,3125.0
10,0,30.0,7.5,2016,17,0.706,-3425.0
10,0,30.0,7.5,2017,36,0.861,3575.0
10,0,30.0,7.5,2018,114,0.781,-6975.0
10,0,30.0,7.5,2019,93,0.806,-950.0
10,0,30.0,7.5,2020,149,0.832,5837.5
10,0,30.0,7.5,2021,145,0.828,3875.0
10,0,30.0,7.5,2022,201,0.726,-32775.0
10,0,30.0,7.5,2023,168,0.804,-3075.0
10,0,30.0,7.5,2024,159,0.811,-600.0
10,0,30.0,7.5,2025,180,0.828,4875.0
10,0,30.0,7.5,2026,110,0.773,-8375.0
10,0,15.0,40.0,2016,12,0.333,1700.0
10,0,15.0,40.0,2017,23,0.478,12425.0
10,0,15.0,40.0,2018,93,0.28,-262.5
10,0,15.0,40.0,2019,74,0.392,21312.5
10,0,15.0,40.0,2020,138,0.304,8550.0
10,0,15.0,40.0,2021,122,0.402,40200.0
10,0,15.0,40.0,2022,198,0.278,-2362.5
10,0,15.0,40.0,2023,155,0.303,9125.0
10,0,15.0,40.0,2024,147,0.286,1575.0
10,0,15.0,40.0,2025,171,0.287,1762.5
10,0,15.0,40.0,2026,108,0.259,-6700.0
10,1,12.5,5.0,2016,20,0.45,-775.0
10,1,12.5,5.0,2017,38,0.579,787.5
10,1,12.5,5.0,2018,119,0.672,-1537.5
10,1,12.5,5.0,2019,100,0.65,-1212.5
10,1,12.5,5.0,2020,153,0.667,-8362.5
10,1,12.5,5.0,2021,149,0.752,3225.0
10,1,12.5,5.0,2022,201,0.682,-11062.5
10,1,12.5,5.0,2023,173,0.647,-13850.0
10,1,12.5,5.0,2024,161,0.727,-1187.5
10,1,12.5,5.0,2025,180,0.733,-850.0
10,1,12.5,5.0,2026,110,0.718,-2375.0
10,1,40.0,7.5,2016,20,0.4,-787.5
10,1,40.0,7.5,2017,38,0.553,412.5
10,1,40.0,7.5,2018,119,0.622,-10325.0
10,1,40.0,7.5,2019,100,0.59,-587.5
10,1,40.0,7.5,2020,153,0.784,237.5
10,1,40.0,7.5,2021,149,0.732,-4400.0
10,1,40.0,7.5,2022,201,0.781,-22437.5
10,1,40.0,7.5,2023,173,0.763,-1462.5
10,1,40.0,7.5,2024,161,0.752,-3300.0
10,1,40.0,7.5,2025,180,0.794,4600.0
10,1,40.0,7.5,2026,110,0.791,-7325.0
15,1,5.0,50.0,2016,8,0.375,1062.5
15,1,5.0,50.0,2017,14,0.357,-1037.5
15,1,5.0,50.0,2018,80,0.238,-1112.5
15,1,5.0,50.0,2019,52,0.442,3237.5
15,1,5.0,50.0,2020,127,0.244,-462.5
15,1,5.0,50.0,2021,114,0.316,9687.5
15,1,5.0,50.0,2022,169,0.148,4700.0
15,1,5.0,50.0,2023,138,0.232,6737.5
15,1,5.0,50.0,2024,125,0.248,3462.5
15,1,5.0,50.0,2025,152,0.197,3437.5
15,1,5.0,50.0,2026,96,0.167,3800.0
15,1,25.0,25.0,2016,8,0.625,2850.0
15,1,25.0,25.0,2017,14,0.357,-837.5
15,1,25.0,25.0,2018,80,0.438,-8962.5
15,1,25.0,25.0,2019,52,0.615,9637.5
15,1,25.0,25.0,2020,127,0.559,3575.0
15,1,25.0,25.0,2021,114,0.588,20312.5
15,1,25.0,25.0,2022,169,0.485,-16187.5
15,1,25.0,25.0,2023,138,0.565,13700.0
15,1,25.0,25.0,2024,125,0.6,6475.0
15,1,25.0,25.0,2025,152,0.566,10437.5
15,1,25.0,25.0,2026,96,0.5,-4737.5
15,1,40.0,15.0,2016,8,0.625,1950.0
15,1,40.0,15.0,2017,14,0.357,-837.5
15,1,40.0,15.0,2018,80,0.488,-16262.5
15,1,40.0,15.0,2019,52,0.673,11475.0
15,1,40.0,15.0,2020,127,0.654,10487.5
15,1,40.0,15.0,2021,114,0.64,8287.5
15,1,40.0,15.0,2022,169,0.686,-11437.5
15,1,40.0,15.0,2023,138,0.616,-100.0
15,1,40.0,15.0,2024,125,0.68,6400.0
15,1,40.0,15.0,2025,152,0.737,21750.0
15,1,40.0,15.0,2026,96,0.667,-3225.0
10,1,10.0,50.0,2016,20,0.4,2262.5
10,1,10.0,50.0,2017,38,0.526,437.5
10,1,10.0,50.0,2018,119,0.378,-2312.5
10,1,10.0,50.0,2019,100,0.5,9062.5
10,1,10.0,50.0,2020,153,0.346,-3325.0
10,1,10.0,50.0,2021,149,0.497,27000.0
10,1,10.0,50.0,2022,201,0.229,4362.5
10,1,10.0,50.0,2023,173,0.295,-2187.5
10,1,10.0,50.0,2024,161,0.354,9750.0
10,1,10.0,50.0,2025,180,0.3,4950.0
10,1,10.0,50.0,2026,110,0.273,4825.0
15,0,40.0,5.0,2016,8,1.0,1800.0
15,0,40.0,5.0,2017,14,0.929,1125.0
15,0,40.0,5.0,2018,79,0.848,-9225.0
15,0,40.0,5.0,2019,52,0.904,450.0
15,0,40.0,5.0,2020,127,0.937,10587.5
15,0,40.0,5.0,2021,113,0.92,5175.0
15,0,40.0,5.0,2022,169,0.87,-11475.0
15,0,40.0,5.0,2023,137,0.891,-2925.0
15,0,40.0,5.0,2024,124,0.879,-5850.0
15,0,40.0,5.0,2025,151,0.881,-4587.5
15,0,40.0,5.0,2026,96,0.927,5850.0
10,0,20.0,5.0,2016,20,0.75,-1750.0
10,0,20.0,5.0,2017,38,0.789,-1450.0
10,0,20.0,5.0,2018,118,0.831,1550.0
10,0,20.0,5.0,2019,99,0.768,-6600.0
10,0,20.0,5.0,2020,153,0.804,-3075.0
10,0,20.0,5.0,2021,148,0.831,2050.0
10,0,20.0,5.0,2022,201,0.736,-21025.0
10,0,20.0,5.0,2023,172,0.75,-15050.0
10,0,20.0,5.0,2024,161,0.807,-2525.0
10,0,20.0,5.0,2025,180,0.828,1750.0
10,0,20.0,5.0,2026,110,0.782,-5250.0
10,0,25.0,10.0,2016,19,0.632,-3225.0
10,0,25.0,10.0,2017,36,0.722,-175.0
10,0,25.0,10.0,2018,112,0.688,-8050.0
10,0,25.0,10.0,2019,96,0.771,7075.0
10,0,25.0,10.0,2020,150,0.767,10450.0
10,0,25.0,10.0,2021,146,0.753,6350.0
10,0,25.0,10.0,2022,201,0.652,-27025.0
10,0,25.0,10.0,2023,168,0.708,-5950.0
10,0,25.0,10.0,2024,159,0.723,-1475.0
10,0,25.0,10.0,2025,179,0.737,2775.0
10,0,25.0,10.0,2026,110,0.691,-7250.0
15,0,12.5,15.0,2016,7,0.571,950.0
15,0,12.5,15.0,2017,14,0.643,3275.0
15,0,12.5,15.0,2018,80,0.438,-2550.0
15,0,12.5,15.0,2019,52,0.577,6837.5
15,0,12.5,15.0,2020,126,0.492,3050.0
15,0,12.5,15.0,2021,113,0.558,13175.0
15,0,12.5,15.0,2022,169,0.444,-6725.0
15,0,12.5,15.0,2023,136,0.456,-3150.0
15,0,12.5,15.0,2024,125,0.472,-125.0
15,0,12.5,15.0,2025,152,0.48,2287.5
15,0,12.5,15.0,2026,96,0.5,3600.0
15,1,30.0,80.0,2016,8,0.625,2787.5
15,1,30.0,80.0,2017,14,0.357,-837.5
15,1,30.0,80.0,2018,80,0.438,-10100.0
15,1,30.0,80.0,2019,52,0.615,9137.5
15,1,30.0,80.0,2020,127,0.528,3812.5
15,1,30.0,80.0,2021,114,0.579,13187.5
15,1,30.0,80.0,2022,169,0.438,-6137.5
15,1,30.0,80.0,2023,138,0.543,11150.0
15,1,30.0,80.0,2024,125,0.576,10012.5
15,1,30.0,80.0,2025,152,0.539,16350.0
15,1,30.0,80.0,2026,96,0.448,-3812.5
15,1,10.0,30.0,2016,8,0.5,1012.5
15,1,10.0,30.0,2017,14,0.357,-837.5
15,1,10.0,30.0,2018,80,0.325,-6337.5
15,1,10.0,30.0,2019,52,0.538,5475.0
15,1,10.0,30.0,2020,127,0.386,-1200.0
15,1,10.0,30.0,2021,114,0.509,25287.5
15,1,10.0,30.0,2022,169,0.278,-1912.5
15,1,10.0,30.0,2023,138,0.37,6837.5
15,1,10.0,30.0,2024,125,0.408,5937.5
15,1,10.0,30.0,2025,152,0.322,-3937.5
15,1,10.0,30.0,2026,96,0.323,5237.5
15,0,5.0,25.0,2016,8,0.25,800.0
15,0,5.0,25.0,2017,12,0.25,1200.0
15,0,5.0,25.0,2018,80,0.188,1325.0
15,0,5.0,25.0,2019,52,0.269,6050.0
15,0,5.0,25.0,2020,127,0.197,2575.0
15,0,5.0,25.0,2021,114,0.272,15150.0
15,0,5.0,25.0,2022,169,0.183,25.0
15,0,5.0,25.0,2023,138,0.203,4050.0
15,0,5.0,25.0,2024,124,0.218,6400.0
15,0,5.0,25.0,2025,152,0.197,3412.5
15,0,5.0,25.0,2026,96,0.188,600.0
15,0,30.0,20.0,2016,7,0.714,1825.0
15,0,30.0,20.0,2017,10,0.8,4750.0
15,0,30.0,20.0,2018,71,0.606,312.5
15,0,30.0,20.0,2019,48,0.708,11812.5
15,0,30.0,20.0,2020,122,0.689,23950.0
15,0,30.0,20.0,2021,111,0.685,20725.0
15,0,30.0,20.0,2022,168,0.595,-5925.0
15,0,30.0,20.0,2023,125,0.656,14375.0
15,0,30.0,20.0,2024,122,0.607,-975.0
15,0,30.0,20.0,2025,151,0.642,13800.0
15,0,30.0,20.0,2026,96,0.604,-2250.0
15,0,25.0,5.0,2016,8,0.875,300.0
15,0,25.0,5.0,2017,14,0.929,1875.0
15,0,25.0,5.0,2018,79,0.823,-3225.0
15,0,25.0,5.0,2019,52,0.904,3900.0
15,0,25.0,5.0,2020,127,0.882,6087.5
15,0,25.0,5.0,2021,114,0.877,4650.0
15,0,25.0,5.0,2022,169,0.805,-11475.0
15,0,25.0,5.0,2023,138,0.841,-1950.0
15,0,25.0,5.0,2024,125,0.848,-375.0
15,0,25.0,5.0,2025,152,0.816,-5862.5
15,0,25.0,5.0,2026,96,0.823,-3900.0
15,0,12.5,25.0,2016,7,0.571,2950.0
15,0,12.5,25.0,2017,11,0.364,350.0
15,0,12.5,25.0,2018,78,0.269,-10500.0
15,0,12.5,25.0,2019,51,0.412,5025.0
15,0,12.5,25.0,2020,126,0.325,-5237.5
15,0,12.5,25.0,2021,112,0.482,28662.5
15,0,12.5,25.0,2022,169,0.325,-6725.0
15,0,12.5,25.0,2023,134,0.381,8525.0
15,0,12.5,25.0,2024,124,0.379,7525.0
15,0,12.5,25.0,2025,152,0.316,-8587.5
15,0,12.5,25.0,2026,96,0.385,6975.0
15,1,7.5,20.0,2016,8,0.5,1025.0
15,1,7.5,20.0,2017,14,0.357,-1137.5
15,1,7.5,20.0,2018,80,0.288,-6350.0
15,1,7.5,20.0,2019,52,0.481,2012.5
15,1,7.5,20.0,2020,127,0.386,6287.5
15,1,7.5,20.0,2021,114,0.439,14837.5
15,1,7.5,20.0,2022,169,0.302,812.5
15,1,7.5,20.0,2023,138,0.326,-1375.0
15,1,7.5,20.0,2024,125,0.336,-1675.0
15,1,7.5,20.0,2025,152,0.342,5437.5
15,1,7.5,20.0,2026,96,0.302,-162.5
15,0,10.0,25.0,2016,7,0.571,3325.0
15,0,10.0,25.0,2017,11,0.364,1225.0
15,0,10.0,25.0,2018,79,0.253,-5650.0
15,0,10.0,25.0,2019,52,0.385,6250.0
15,0,10.0,25.0,2020,126,0.302,12.5
15,0,10.0,25.0,2021,112,0.446,28912.5
15,0,10.0,25.0,2022,169,0.272,-8225.0
15,0,10.0,25.0,2023,136,0.316,3850.0
15,0,10.0,25.0,2024,124,0.355,11900.0
15,0,10.0,25.0,2025,152,0.27,-7837.5
15,0,10.0,25.0,2026,96,0.302,262.5
15,1,30.0,15.0,2016,8,0.625,1950.0
15,1,30.0,15.0,2017,14,0.357,-837.5
15,1,30.0,15.0,2018,80,0.488,-13650.0
15,1,30.0,15.0,2019,52,0.673,11975.0
15,1,30.0,15.0,2020,127,0.638,9275.0
15,1,30.0,15.0,2021,114,0.632,10787.5
15,1,30.0,15.0,2022,169,0.627,-13462.5
15,1,30.0,15.0,2023,138,0.609,2325.0
15,1,30.0,15.0,2024,125,0.672,5500.0
15,1,30.0,15.0,2025,152,0.704,18100.0
15,1,30.0,15.0,2026,96,0.615,-8062.5
15,1,12.5,80.0,2016,8,0.5,762.5
15,1,12.5,80.0,2017,14,0.357,-837.5
15,1,12.5,80.0,2018,80,0.338,-5262.5
15,1,12.5,80.0,2019,52,0.596,8912.5
15,1,12.5,80.0,2020,127,0.378,-8537.5
15,1,12.5,80.0,2021,114,0.535,21575.0
15,1,12.5,80.0,2022,169,0.26,-1675.0
15,1,12.5,80.0,2023,138,0.391,2625.0
15,1,12.5,80.0,2024,125,0.432,4550.0
15,1,12.5,80.0,2025,152,0.336,-4875.0
15,1,12.5,80.0,2026,96,0.333,13137.5
15,1,5.0,10.0,2016,8,0.375,287.5
15,1,5.0,10.0,2017,14,0.357,-900.0
15,1,5.0,10.0,2018,80,0.312,-3187.5
15,1,5.0,10.0,2019,52,0.538,4800.0
15,1,5.0,10.0,2020,127,0.417,3012.5
15,1,5.0,10.0,2021,114,0.447,7037.5
15,1,5.0,10.0,2022,169,0.308,-7475.0
15,1,5.0,10.0,2023,138,0.326,-4737.5
15,1,5.0,10.0,2024,125,0.408,3375.0
15,1,5.0,10.0,2025,152,0.441,8212.5
15,1,5.0,10.0,2026,96,0.344,-1775.0
10,1,15.0,50.0,2016,20,0.4,2037.5
10,1,15.0,50.0,2017,38,0.526,-200.0
10,1,15.0,50.0,2018,119,0.437,-2287.5
10,1,15.0,50.0,2019,100,0.53,10662.5
10,1,15.0,50.0,2020,153,0.444,-937.5
10,1,15.0,50.0,2021,149,0.544,22575.0
10,1,15.0,50.0,2022,201,0.318,5912.5
10,1,15.0,50.0,2023,173,0.37,-10112.5
10,1,15.0,50.0,2024,161,0.435,9862.5
10,1,15.0,50.0,2025,180,0.372,6050.0
10,1,15.0,50.0,2026,110,0.336,-2550.0
15,0,40.0,80.0,2016,4,0.5,3900.0
15,0,40.0,80.0,2017,5,0.8,13875.0
15,0,40.0,80.0,2018,39,0.282,-12975.0
15,0,40.0,80.0,2019,27,0.407,11325.0
15,0,40.0,80.0,2020,81,0.358,7750.0
15,0,40.0,80.0,2021,51,0.451,34725.0
15,0,40.0,80.0,2022,122,0.287,-37050.0
15,0,40.0,80.0,2023,70,0.386,20250.0
15,0,40.0,80.0,2024,72,0.389,22200.0
15,0,40.0,80.0,2025,110,0.373,23250.0
15,0,40.0,80.0,2026,69,0.275,-29462.5
15,1,10.0,40.0,2016,8,0.5,1012.5
15,1,10.0,40.0,2017,14,0.357,-837.5
15,1,10.0,40.0,2018,80,0.325,-5462.5
15,1,10.0,40.0,2019,52,0.538,5387.5
15,1,10.0,40.0,2020,127,0.362,-3962.5
15,1,10.0,40.0,2021,114,0.509,23337.5
15,1,10.0,40.0,2022,169,0.237,-7337.5
15,1,10.0,40.0,2023,138,0.362,7962.5
15,1,10.0,40.0,2024,125,0.392,7512.5
15,1,10.0,40.0,2025,152,0.316,-500.0
15,1,10.0,40.0,2026,96,0.292,5012.5
10,1,20.0,50.0,2016,20,0.4,1887.5
10,1,20.0,50.0,2017,38,0.526,-387.5
10,1,20.0,50.0,2018,119,0.445,-7450.0
10,1,20.0,50.0,2019,100,0.53,9125.0
10,1,20.0,50.0,2020,153,0.51,9387.5
10,1,20.0,50.0,2021,149,0.564,19162.5
10,1,20.0,50.0,2022,201,0.358,-7600.0
