ek,n,med_pf,med_avg,win,cons,sharpe,val_pos,oos_pos
ATR SL + RRR,28068,1.310681720769228,8.590452898550723,0.5274463007159904,0.26275473849223313,0.4051586804653511,0.3791506341741485,0.8256377369246116
ATR SL + RRR + breakeven,3732,1.3574786381003077,10.40245540213668,0.2962962962962963,0.2671489817792069,0.3796153768949947,0.3408360128617363,0.789924973204716
ATR trailing stop,16469,1.4943990900585225,16.629411764705857,0.5157894736842106,0.2755479992713583,0.4559157490350607,0.3476835266257818,0.8398202683830226
Pevné body SL/TP,39493,1.2633733624454149,7.139112903225806,0.4948453608247423,0.23664953282860254,0.37518736091488636,0.4033626212240144,0.7582103157521586
Signálový exit,17693,1.7503313452617628,12.036496350364963,0.725,0.46899903916803254,0.5147963580727912,0.5434352568812525,0.9630927485446221
Signálový exit + katastrofický SL,30182,1.3830821584832285,7.701666666666667,0.7007874015748031,0.36289841627460073,0.4103406474993774,0.4865814061361076,0.8681001921675171
Časový exit,8242,1.5437652950008536,15.961156957208809,0.6261682242990654,0.3385100703712691,0.47797239689734333,0.4213783062363504,0.920528997816064
