family,rclass,n,pos_disc,pos_val,pos_oos,med_pf,med_sharpe,med_expo,min_share,accepted
C<wvwap#sd,short_term,2850,0.44596491228070173,0.7203508771929824,0.9740350877192983,1.5572886716503729,0.6482327406303234,0.2717391304347826,0.44596491228070173,False
LowSweep_prev_mvwap,short_term,570,0.4456140350877193,0.9017543859649123,0.6017543859649123,1.3651262958228598,0.2675903247271067,0.0907190635451505,0.4456140350877193,False
#DownIntoFri,short_term,1140,0.7298245614035088,0.4421052631578947,0.6333333333333333,1.1369273235950006,0.0793635335733256,0.056856187290969896,0.4421052631578947,False
WR#<#,LT_bull,1026,0.723196881091618,0.42884990253411304,0.9766081871345029,2.116793893129771,0.5449295107032205,0.06020066889632107,0.42884990253411304,False
TurtleSoup#,LT_bull,342,0.5614035087719298,0.41228070175438597,0.9824561403508771,1.6149199311646956,0.32654254114006287,0.04431438127090301,0.41228070175438597,False
LMT_RSI#<#_#ATR,LT_bull,3078,0.48635477582846004,0.39441195581546457,0.9902534113060428,1.6979145793042394,0.529054207966184,0.10451505016722408,0.39441195581546457,False
CloseAt#dLow,LT_bull,1368,0.7185672514619883,0.3925438596491228,0.9912280701754386,1.6127445110986993,0.6039784094847505,0.181438127090301,0.3925438596491228,False
BigDown>#ATR,short_term,1710,0.3912280701754386,0.7771929824561403,0.7502923976608187,1.7383622154264136,0.3881369142793448,0.04013377926421405,0.3912280701754386,False
IBS<#,LT_bull,1710,0.36666666666666664,0.6251461988304093,0.9988304093567252,1.5974058507529156,0.7079760656009587,0.29431438127090304,0.36666666666666664,False
C<prevDayVAL,LT_bull,342,0.7456140350877193,0.3654970760233918,1.0,1.4832219057267637,0.7773456948554314,0.4406354515050167,0.3654970760233918,False
CumRSI#x#<#,short_term,4560,0.36337719298245613,0.6368421052631579,0.8414473684210526,1.495739594188684,0.354631102483798,0.05936454849498328,0.36337719298245613,False
LMT_RSI#<#_#ATR,short_term,5130,0.36335282651072126,0.5916179337231969,0.971150097465887,1.799166788363527,0.5433293692702794,0.07775919732441472,0.36335282651072126,False
ATH_DD##&Down,LT_bull,912,0.36293859649122806,0.44846491228070173,0.7445175438596491,1.455284716087062,0.39118788273023597,0.057692307692307696,0.36293859649122806,False
Reclaim_wvwap,LT_bull,342,0.7631578947368421,0.36257309941520466,0.9912280701754386,1.3311397818676352,0.504354633493191,0.36245819397993306,0.36257309941520466,False
OpexWeekMon,LT_bull,342,0.6169590643274854,0.9181286549707602,0.36257309941520466,1.1766459528150777,0.1591896685433837,0.12792642140468227,0.36257309941520466,False
C<dvwap#sd,short_term,2850,0.3589473684210526,0.9280701754385965,0.9968421052631579,1.7349187399799408,0.8210176489508711,0.3231605351170569,0.3589473684210526,False
C<mvwap#sd,LT_bull,1710,0.7549707602339182,0.3567251461988304,0.9970760233918129,1.589039278131636,0.5709546487384418,0.1688963210702341,0.3567251461988304,False
DeltaZ<#,short_term,1710,0.356140350877193,0.6046783625730994,0.960233918128655,1.4387291284085606,0.4017444233147201,0.15217391304347827,0.356140350877193,False
C<SMA##ATR,short_term,1710,0.34678362573099414,0.7093567251461989,0.9374269005847953,2.326913536896924,0.5250561115141094,0.030936454849498328,0.34678362573099414,False
DownDay&DeltaPos,LT_bull,342,0.34502923976608185,0.8333333333333334,0.9649122807017544,1.424075714939029,0.5135922315494689,0.24331103678929766,0.34502923976608185,False
%b<#,short_term,2280,0.6464912280701754,0.3223684210526316,0.925,2.4937825062850143,0.5048773372172244,0.028428093645484948,0.3223684210526316,False
GapDownWeak>#ATR,LT_bull,1026,0.8148148148148148,0.31968810916179335,0.9532163742690059,1.6818251114536553,0.4380476646556205,0.07525083612040134,0.31968810916179335,False
TurnaroundMon,short_term,570,0.3140350877192982,0.6964912280701754,0.9842105263157894,1.5181250043991252,0.5309354174026448,0.17391304347826086,0.3140350877192982,False
LowerLows>=#,LT_bull,1368,0.32456140350877194,0.3128654970760234,0.8516081871345029,1.353997150151382,0.3345859539455702,0.09197324414715718,0.3128654970760234,False
NR#_BuyStop,LT_bull,342,0.45614035087719296,0.30409356725146197,0.9473684210526315,1.3321927646483693,0.39841442208210726,0.23578595317725753,0.30409356725146197,False
DownDays>=#,short_term,2280,0.2929824561403509,0.6491228070175439,0.7285087719298246,1.3538728471868886,0.3138706703044605,0.06688963210702341,0.2929824561403509,False
DownDay&DeltaPos,short_term,570,0.2894736842105263,0.968421052631579,0.7964912280701755,1.4871850261927138,0.5331524949429749,0.2265886287625418,0.2894736842105263,False
LowSweep_prev_qvwap,short_term,570,0.2596491228070175,0.8280701754385965,1.0,3.0070511981521673,0.5648803678780845,0.03511705685618729,0.2596491228070175,False
#Down&CD#pos,short_term,570,0.4070175438596491,0.6631578947368421,0.2596491228070175,0.7225773889636621,-0.12557152060234555,0.015050167224080268,0.2596491228070175,False
LowerLows>=#,short_term,2280,0.25877192982456143,0.8263157894736842,0.8328947368421052,1.7395678444741232,0.5107258133553907,0.07441471571906355,0.25877192982456143,False
SweepPrevWeekVAL,LT_bull,342,0.847953216374269,0.2573099415204678,0.9005847953216374,1.416316604023878,0.47571894884702004,0.20108695652173914,0.2573099415204678,False
IBS<#,short_term,2850,0.2543859649122807,0.9291228070175439,0.9992982456140351,1.711675651759378,0.7734853646056892,0.270066889632107,0.2543859649122807,False
TurtleSoup#,short_term,570,0.5421052631578948,0.2543859649122807,0.656140350877193,1.0556656195711658,0.03647915272627757,0.026337792642140468,0.2543859649122807,False
OpexWeekMon,short_term,570,0.4631578947368421,0.9192982456140351,0.24912280701754386,1.0836569306094872,0.08388572838902397,0.12750836120401338,0.24912280701754386,False
C<qvwap#sd,short_term,2280,0.24780701754385964,0.41578947368421054,0.8026315789473685,1.4349315068493151,0.3082707966399683,0.0451505016722408,0.24780701754385964,False
C<prev_qvwap,short_term,570,0.24736842105263157,0.9403508771929825,0.5824561403508772,1.8307719371191893,0.47496038290194076,0.09740802675585285,0.24736842105263157,False
C<SMA##ATR,LT_bull,1026,0.3382066276803119,0.24561403508771928,0.9941520467836257,1.4654608309757982,0.33372322900823714,0.058946488294314384,0.24561403508771928,False
%b<#,LT_bull,1368,0.6652046783625731,0.23903508771929824,0.9978070175438597,1.7945488488202823,0.5503614672375957,0.08110367892976589,0.23903508771929824,False
Low#&CDpos,short_term,1140,0.7149122807017544,0.5184210526315789,0.21666666666666667,0.881820235653217,-0.08585211181019255,0.05852842809364549,0.21666666666666667,False
Low#&CDpos,LT_bull,684,0.8318713450292398,0.6023391812865497,0.21198830409356725,0.9624987623205381,-0.02312062181586668,0.07274247491638795,0.21198830409356725,False
LowSweep_prev_qvwap,LT_bull,342,0.21052631578947367,0.30116959064327486,1.0,1.1738462537346988,0.1103388132191511,0.04431438127090301,0.21052631578947367,False
RSI#<#,LT_bull,8208,0.43360136452241715,0.20967348927875243,0.8223684210526315,1.3101644330292253,0.2710214726916246,0.08779264214046822,0.20967348927875243,False
