,obchodu,b_na_obchod,net_usd
2018,84,-1.2708333333333333,-7437.5
2019,168,1.3139880952380953,6837.5
2020,181,0.05110497237569061,-4062.5
2021,162,3.0324074074074074,20512.5
2022,159,0.06761006289308176,-3437.5
2023,166,2.022590361445783,12637.5
2024,172,1.441860465116279,8100.0
2025,177,-0.594632768361582,-9687.5
2026,131,1.0267175572519085,3450.0
