rodina,varianta,mechanismus,obchodu,win,b_obchod,t,bez_podminky_b,nad_nahodou_b,p_nahoda,alfa_b_den,alfa_t,beta,is_b,is_t,oos_b,oos_t,kladne_roky,usd
1 RSI(2),RSI(2) < 10 nad MA200 → do close > MA5 (max 10),,76,73.68421052631578,24.924342105263158,3.537164451149178,6.990891132572432,17.693652960526315,0.004,0.6078533845513987,1.9835369986946323,0.11572276928225242,17.9625,2.0339481646435895,32.65972222222222,2.9234476998259247,8/10,94712.5
2 Série poklesů,3 nižší close → do 1. vyššího close (max 10),,113,78.76106194690266,25.93141592920354,4.759322200289824,6.578577699736611,19.43137942477876,0.0,0.9857540467662774,2.846663932173178,0.1550309850596678,18.098958333333332,3.0047767782565136,31.715384615384615,3.806791939552845,9/10,146512.5
2 Série poklesů,3 nižší close → do close > MA5 (max 10),,107,79.43925233644859,29.539719626168225,3.73346323988463,6.990891132572432,22.40681425233645,0.0,0.86873844673558,2.0441926266714723,0.2698782229077866,13.553191489361701,1.0253269508874636,42.0625,4.488679556750587,9/10,158037.5
2 Série poklesů,3 nižší close → do close > včerejší high (max 10),,105,80.0,31.38095238095238,3.8208591248043797,7.592954345917471,24.155961904761902,0.0,1.0081666545189378,2.513305713983393,0.2272445967747552,27.45,2.70405058750243,34.329166666666666,2.802060697042091,9/10,164750.0
2 Série poklesů,3 nižší close → do 1. vyššího close (max 5),,113,78.76106194690266,25.93141592920354,4.759322200289824,6.168898156277437,19.882382743362832,0.0,0.9857540467662774,2.846663932173178,0.1550309850596678,18.098958333333332,3.0047767782565136,31.715384615384615,3.806791939552845,9/10,146512.5
2 Série poklesů,"3 nižší close → jen nad MA200, do 1. vyššího close (max 10)",,75,78.66666666666666,17.14,3.5206878009516847,6.578577699736611,10.819846666666667,0.037,0.46155433499540166,2.158155928209602,0.052656084986009905,14.01875,2.1581199729815665,20.707142857142856,2.804382186774158,8/10,64275.0
2 Série poklesů,2 nižší close → do 1. vyššího close (max 10),,260,72.3076923076923,11.727884615384616,3.278089402208032,6.578577699736611,5.142087980769231,0.059,0.7531409040766127,1.7118437044228427,0.3051799619064699,5.0,1.149071324386132,17.76824817518248,3.2202721011920272,9/10,152462.5
2 Série poklesů,4 nižší close → do 1. vyššího close (max 10),,47,85.1063829787234,36.744680851063826,3.273513531073685,6.578577699736611,30.13053989361702,0.0,0.584122354573622,2.1318370309640526,0.08970907390735666,-1.1153846153846154,-0.13341279245420548,51.220588235294116,3.533632527933453,8/10,86350.0
2 Série poklesů,5 nižší close → do 1. vyššího close (max 10),,12,,,,,,,,,,,,,,,
3 Kapitulační objem,pokles a objem > 1.4× průměr 20 dní → do close > včerejší high (max 5),,117,65.8119658119658,7.8739316239316235,1.1436475557940986,5.5755048287971904,2.150829059829059,0.373,-0.0447630812307585,-0.11008951401842752,0.23587522746810355,5.6925675675675675,0.9009717780972221,11.627906976744185,0.756451366029669,6/10,46062.5
3 Kapitulační objem,pokles a objem > 1.6× průměr 20 dní → do close > včerejší high (max 5),,65,70.76923076923077,26.553846153846155,2.634499657326784,5.5755048287971904,21.336148076923077,0.0045,0.45507909181792255,1.3028377854715203,0.15756439830354396,19.619565217391305,2.0362559127227655,43.3421052631579,1.6977832465435416,9/10,86300.0
3 Kapitulační objem,pokles a objem > 1.8× průměr 20 dní → do close > včerejší high (max 5),,40,72.5,29.54375,2.4396255642338778,5.5755048287971904,23.840959375,0.0095,0.3953172897400148,1.6868230413415126,0.0636998805357677,22.64516129032258,1.9319151478275682,53.30555555555556,1.4718396879454365,7/9,59087.5
3 Kapitulační objem,pokles a objem > 2× průměr 20 dní → do close > včerejší high (max 5),,24,66.66666666666666,21.947916666666668,1.454370007702937,5.5755048287971904,16.671416666666666,0.1085,0.14481138478669986,0.7286829513021309,0.04495868413995903,26.44736842105263,1.9422659150908999,4.85,0.08821603587166577,5/8,26337.5
3 Kapitulační objem,"pokles a objem > 1,6× → do 1. vyššího close (max 5)",,75,72.0,15.64,2.1141800258331687,6.168898156277437,9.361501666666667,0.067,0.2859112918258238,0.9204254046420725,0.11940859206701523,5.813725490196078,1.0218531427236421,36.520833333333336,1.891434769626172,9/10,58650.0
4 Absorpce short,pokles a delta > 0 → short 1 den/dny,,297,49.831649831649834,5.093434343434343,1.4890347607662793,-2.9215320456540823,8.015172138047138,0.001,1.0702721468156726,2.7190986794729954,-0.21615649241584944,5.685714285714286,1.3890005334302111,4.5652866242038215,0.8524442929712044,6/10,75637.5
4 Absorpce short,pokles a delta > 0 → short 2 den/dny,,267,43.445692883895134,2.846441947565543,0.6160968761982398,-4.836589113257244,7.629825842696629,0.0285,1.0508245930553493,2.258893834412123,-0.37933029620338693,2.882575757575758,0.5455707995275468,2.811111111111111,0.3719548632699408,5/10,38000.0
4 Absorpce short,pokles a delta > 0 → short 3 den/dny,,243,48.148148148148145,6.333333333333333,1.2653966568996533,-6.7807287093942055,13.092944444444445,0.0035,1.4671960081195243,3.1036632392498547,-0.41953317403230495,5.61875,0.9085788162996472,7.030487804878049,0.8945587164956701,4/10,76950.0
4 Absorpce short,"pokles a delta > 0, pod MA200 → short 1 den",,89,49.43820224719101,5.924157303370786,0.7028333559593068,-2.9215320456540823,8.775363764044943,0.041,0.45111710330956645,1.4678310932079832,-0.11653894742904383,16.78,1.0458096787132818,1.68359375,0.16948086690262196,4/7,26362.5
4 Absorpce short,"pokles a delta > 0, nad MA200 → short 1 den",,210,50.0,4.752380952380952,1.4453817436749057,-2.9215320456540823,7.565394047619048,0.011,0.6255956540309062,2.1805900395124294,-0.10013571746576243,3.273913043478261,0.9149529500385177,6.542105263157895,1.1174571185760203,7/10,49900.0
5 Před svátkem,close 2 dny před svátkem → close den před svátkem,,88,65.9090909090909,6.784090909090909,2.1473046154825,0.9215320456540825,5.742987215909091,0.119,0.22923232395692164,1.86541930900096,0.016602264417637045,4.821428571428571,1.3624039435819617,8.576086956521738,1.670728565355314,8/10,29850.0
