rodina,varianta,mechanismus,obchodu,win,b_obchod,t,bez_podminky_b,nad_nahodou_b,p_nahoda,alfa_b_den,alfa_t,beta,is_b,is_t,oos_b,oos_t,kladne_roky,usd
1 RSI(2),RSI(2) < 10 nad MA200 → do close > MA5 (max 10),,79,74.68354430379746,24.626582278481013,3.587376662187874,7.760316066725197,16.665412974683544,0.004,0.6141166608021613,1.9375116115953133,0.1245346683827348,12.621794871794872,1.4513348636723327,36.33125,3.5093449845509523,7/10,97275.0
2 Série poklesů,3 nižší close → do 1. vyššího close (max 10),,113,75.22123893805309,20.115044247787612,3.392086309916595,5.836589113257244,14.378966814159295,0.003,0.6945826518406379,1.987179776987185,0.15761767577894417,7.260869565217392,0.9481811260519628,28.940298507462686,3.451776023071482,8/10,113650.0
2 Série poklesů,3 nižší close → do close > MA5 (max 10),,110,74.54545454545455,27.088636363636365,3.3567082994928055,7.760316066725197,19.214136363636364,0.001,0.7777852168226866,1.8123492029407777,0.2768499488338256,7.173913043478261,0.4942875592409466,41.40234375,4.69567150551636,7/10,148987.5
2 Série poklesů,3 nižší close → do close > včerejší high (max 10),,107,76.63551401869158,24.44859813084112,2.86402088623965,7.616110623353819,17.229272196261682,0.0025,0.6957392308088574,1.7075069548126842,0.2362298559759133,17.142045454545453,1.4516406594628468,29.5515873015873,2.470952465909895,8/10,130800.0
2 Série poklesů,3 nižší close → do 1. vyššího close (max 5),,113,75.22123893805309,20.115044247787612,3.392086309916595,5.3071773485513605,14.923588495575224,0.0015,0.6945826518406379,1.987179776987185,0.15761767577894417,7.260869565217392,0.9481811260519628,28.940298507462686,3.451776023071482,8/10,113650.0
2 Série poklesů,"3 nižší close → jen nad MA200, do 1. vyššího close (max 10)",,77,75.32467532467533,10.996753246753247,2.0316634796459887,5.836589113257244,5.368415584415585,0.194,0.25862922475215633,1.1458759471569682,0.05878024606018298,5.993589743589744,0.789876389320717,16.13157894736842,2.0853193018942497,5/10,42337.5
2 Série poklesů,2 nižší close → do 1. vyššího close (max 10),,260,73.84615384615385,9.674038461538462,2.5370767121377997,5.836589113257244,3.777112019230769,0.138,0.5090621420532642,1.1469465153327503,0.3116982780224103,3.9702380952380953,0.8690784748358467,15.037313432835822,2.5045702631877798,7/10,125762.5
2 Série poklesů,4 nižší close → do 1. vyššího close (max 10),,51,78.43137254901961,26.676470588235293,2.3410749646165767,5.836589113257244,20.897365196078432,0.002,0.4131130098141255,1.4622780748736375,0.09573188763729122,-10.723684210526315,-1.007633412801502,48.8828125,3.079146850181729,7/10,68025.0
2 Série poklesů,5 nižší close → do 1. vyššího close (max 10),,20,65.0,18.1375,1.6667687434348126,5.836589113257244,12.7412375,0.1435,0.10924638853264254,0.7149504815871924,0.026002025698174978,-5.7,-0.4884672665561836,41.975,2.7235268484492625,3/7,18137.5
3 Kapitulační objem,pokles a objem > 1.4× průměr 20 dní → do close > včerejší high (max 5),,119,66.38655462184873,8.718487394957982,1.2997597596068702,5.973661106233538,2.6557783613445363,0.3235,0.01556938922731554,0.0384852655283934,0.23139995349796685,3.953333333333333,0.6480025809077411,16.84090909090909,1.1294699453472432,6/10,51875.0
3 Kapitulační objem,pokles a objem > 1.6× průměr 20 dní → do close > včerejší high (max 5),,64,68.75,24.54296875,2.4334426949175363,5.973661106233538,18.72597265625,0.0115,0.38873963440282233,1.1124715990732381,0.15718587301479084,15.188888888888888,1.5967140316507635,46.69736842105263,1.8508360267088722,9/10,78537.5
3 Kapitulační objem,pokles a objem > 1.8× průměr 20 dní → do close > včerejší high (max 5),,40,75.0,28.35625,2.277737207438541,5.973661106233538,22.506293749999998,0.012,0.372715858113638,1.5748902194022503,0.06484136388030236,20.282258064516128,1.7426010968207652,56.166666666666664,1.4582725035784758,7/9,56712.5
3 Kapitulační objem,pokles a objem > 2× průměr 20 dní → do close > včerejší high (max 5),,24,70.83333333333334,21.364583333333332,1.369598989029322,5.973661106233538,15.635593749999998,0.127,0.14016401739008794,0.709247833947659,0.044294814684536,25.31578947368421,1.8648868048869862,6.35,0.10743241757527633,5/8,25637.5
3 Kapitulační objem,"pokles a objem > 1,6× → do 1. vyššího close (max 5)",,74,70.27027027027027,14.66891891891892,1.9169507146968119,5.3071773485513605,9.209890202702702,0.0745,0.24641766460906087,0.789133012365873,0.12038423560347623,2.955,0.48685594133963417,39.072916666666664,2.0279771975997263,7/10,54275.0
